2	1	2	3	3	5	1	1	5	2	5	2	5	5	4	2	3	1	5	1	2	4	5	4	1	4	1	3	4	5	2	1	90
4	4	3	1	3	5	1	1	5	1	5	1	5	3	1	5	1	5	4	1	5	1	1	1	1	5	4	5	1	5	1	1	70
2	2	3	3	3	4	3	2	3	2	4	3	4	3	4	3	1	3	2	2	4	4	3	3	1	3	3	3	2	3	3	4	70
2	4	2	3	5	5	4	4	1	3	2	4	5	3	3	2	2	5	4	3	5	2	1	3	1	4	2	4	2	4	2	3	75
2	5	3	2	5	5	3	1	2	3	2	2	5	5	1	5	1	5	4	1	5	1	2	2	1	4	2	2	1	5	4	2	95
3	3	3	2	3	4	4	2	2	3	3	3	4	3	3	2	2	2	3	2	4	3	3	2	2	4	3	2	3	4	3	3	60
1	4	4	4	5	4	2	4	2	5	5	2	5	3	5	4	1	3	4	2	5	2	2	1	1	4	2	2	1	5	2	3	88
5	4	4	4	4	5	5	5	2	5	1	3	5	5	4	3	1	4	3	3	5	4	2	1	1	5	4	4	1	5	2	2	90
1	4	3	5	5	5	4	5	1	3	3	4	5	3	2	1	1	3	3	4	5	4	3	3	1	3	1	5	1	3	1	5	85
4	1	5	4	5	3	1	1	5	1	5	5	1	1	1	1	-1	1	5	1	1	5	3	1	5	1	4	5	1	5	3	3	100
2	2	3	2	4	4	4	1	2	3	4	1	5	2	3	4	2	3	4	1	5	2	4	1	1	3	3	2	1	3	3	1	75
1	4	2	5	5	5	4	5	1	4	2	4	5	5	4	2	1	4	5	5	5	1	1	3	1	4	2	5	1	5	4	3	95
1	4	1	4	4	4	5	2	2	2	2	4	5	1	5	4	2	2	2	3	5	5	5	5	2	2	1	4	4	4	4	3	90
1	5	2	3	4	4	5	3	4	4	2	4	5	5	5	2	3	4	5	2	-1	5	5	1	1	5	2	2	1	3	2	4	90
3	2	3	2	4	4	3	2	2	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	100
2	4	2	4	5	5	3	2	2	3	2	3	5	4	2	3	1	2	2	1	5	2	2	3	1	3	2	4	1	5	2	3	75
2	4	3	3	3	4	4	4	5	2	3	3	5	2	2	2	1	2	3	3	4	1	2	2	1	4	2	4	4	4	1	3	85
3	4	4	4	4	4	3	4	2	2	2	4	5	3	5	3	1	3	4	2	2	4	4	2	1	3	1	5	3	2	1	5	100
3	3	4	2	5	2	4	2	4	1	4	2	4	1	3	4	2	1	4	1	2	1	4	1	2	2	1	3	1	2	2	1	95
3	3	4	4	2	3	2	3	3	2	2	4	2	2	2	2	3	2	4	4	4	2	3	2	4	2	4	2	3	2	2	3	70
1	5	4	3	3	4	4	4	3	2	4	4	5	5	3	4	4	2	1	1	4	4	3	2	1	5	5	1	1	2	4	4	80
2	4	3	3	4	4	4	1	2	2	1	1	5	4	2	5	1	3	3	1	5	4	2	3	1	2	1	1	3	5	4	3	95
3	3	4	3	3	2	3	2	3	2	1	4	5	2	3	3	2	2	1	2	5	4	3	2	1	2	3	3	4	3	3	3	75
2	3	4	3	3	4	3	2	2	2	3	2	5	3	4	4	2	2	2	2	5	4	3	4	1	2	2	4	3	4	3	2	9
3	3	5	1	3	5	4	1	2	4	1	4	5	5	5	5	2	1	2	1	5	5	5	5	1	4	1	4	3	2	1	1	95
1	4	3	5	5	5	3	5	2	3	2	4	5	5	1	1	1	3	5	4	5	1	1	3	1	4	5	4	3	5	1	4	90
1	5	5	2	5	5	3	1	2	3	4	2	5	4	2	4	1	3	5	1	5	4	2	2	2	3	4	3	2	3	2	3	100
1	4	5	4	5	5	2	3	1	4	2	5	3	4	1	3	1	3	5	3	5	1	1	2	1	5	1	3	1	5	1	3	75
2	5	4	4	3	4	3	5	4	2	4	5	5	4	2	1	1	4	3	4	5	1	2	3	1	5	3	3	3	4	3	3	80
3	1	2	2	3	5	1	3	1	1	1	3	5	3	5	3	2	2	2	2	5	4	5	1	1	2	1	1	4	3	5	3	90
1	5	4	3	4	5	3	2	3	3	4	2	5	4	2	4	3	1	4	1	4	3	3	3	1	4	3	3	2	5	2	3	85
2	4	2	4	2	5	3	1	3	5	2	2	3	5	5	4	1	1	4	1	5	2	4	2	2	5	1	4	1	5	1	2	95
1	3	3	3	2	5	3	2	2	3	2	3	5	5	5	4	2	3	3	2	4	4	3	1	1	3	2	1	4	3	3	2	80
5	5	1	1	3	5	5	1	5	4	1	1	3	3	5	5	5	5	1	1	1	3	5	4	2	3	2	3	2	5	5	1	100
1	3	4	1	4	5	3	1	2	2	4	1	5	3	2	5	1	3	2	1	4	5	1	1	1	2	4	5	1	5	3	1	100
2	4	4	4	3	4	3	4	2	2	4	2	4	2	3	3	1	2	3	3	5	3	2	3	1	3	2	3	2	4	1	3	80
2	4	3	3	5	4	4	3	1	5	2	3	5	4	4	2	2	4	4	2	5	3	1	4	1	2	2	3	2	4	2	5	100
2	3	5	1	4	4	2	1	2	3	4	1	5	4	1	5	1	3	3	1	4	2	1	2	1	3	5	3	1	5	1	1	85
4	3	3	4	2	4	4	2	3	2	3	3	5	3	2	4	3	2	3	2	4	4	2	1	1	2	2	2	4	3	2	2	80
5	3	4	4	4	-1	3	4	4	3	5	4	5	4	4	3	3	4	5	3	5	3	4	4	3	5	4	4	4	4	4	5	98
5	3	4	3	5	5	4	3	2	4	2	4	5	3	3	3	1	5	4	2	5	4	3	2	1	3	4	5	2	5	2	3	90
2	2	4	3	1	2	3	1	5	1	3	1	5	2	2	5	4	1	4	2	4	4	1	1	1	3	4	2	4	2	1	1	90
1	1	4	3	2	3	5	4	4	3	4	5	5	2	3	2	1	3	5	4	5	5	1	5	1	3	5	4	4	2	1	4	90
2	3	1	2	4	4	4	1	2	2	1	3	5	4	5	5	3	2	2	1	5	3	3	2	2	4	1	1	4	4	4	2	90
1	3	3	2	4	5	3	2	1	1	2	3	5	2	4	4	1	1	4	2	5	5	2	1	1	4	2	5	1	5	2	2	80
2	1	2	1	3	2	5	5	3	3	2	2	4	2	3	3	4	3	2	2	4	4	2	2	2	3	3	3	4	4	3	2	90
3	1	3	2	3	5	3	3	2	1	3	2	5	3	3	3	2	1	4	2	4	4	4	4	2	3	1	4	2	5	4	3	87
2	3	3	2	4	5	4	3	2	3	2	4	5	2	4	3	1	3	2	2	5	3	3	1	1	3	2	4	1	4	5	1	80
4	4	3	2	1	1	2	4	5	3	4	1	3	2	2	4	5	4	2	4	1	4	3	1	2	4	2	3	2	5	2	2	85
4	4	1	1	4	4	2	3	2	3	5	5	4	3	1	1	2	2	2	3	5	1	1	3	2	4	1	4	2	5	1	3	95
2	4	4	3	5	4	3	4	5	4	4	2	4	4	3	3	1	4	5	2	5	4	2	4	2	4	2	4	2	5	3	3	80
2	3	3	3	4	5	4	2	2	3	3	1	4	3	5	4	3	4	2	1	5	3	4	1	2	3	2	3	3	5	5	2	86
1	5	2	2	4	5	4	2	1	4	3	1	5	4	3	4	1	4	5	2	5	2	2	2	1	4	4	3	2	5	2	3	88
2	5	4	3	4	4	1	2	2	4	3	3	5	3	1	1	1	4	4	1	4	3	2	2	2	3	3	3	2	4	2	2	90
2	4	2	5	2	4	3	4	3	4	1	3	4	1	4	3	2	4	1	4	4	4	3	4	2	4	2	5	3	4	5	4	100
2	4	4	1	4	4	1	4	1	4	4	4	4	3	1	1	1	4	4	4	4	2	2	2	2	4	4	4	1	4	1	2	100
5	1	5	1	3	5	5	5	1	5	1	5	3	5	5	3	1	5	3	5	5	5	1	5	1	5	1	3	5	5	5	5	100
2	4	4	3	4	5	3	2	4	5	4	3	3	5	2	3	3	3	5	2	4	3	3	2	3	4	5	4	3	5	1	3	95
2	3	2	3	3	3	3	2	2	3	3	3	4	2	4	4	2	2	3	2	4	3	2	1	1	2	3	1	2	4	2	2	90
1	3	3	3	4	4	2	3	2	3	2	3	5	5	3	3	1	2	4	2	5	3	2	2	1	3	5	5	2	5	1	2	85
3	2	5	2	2	3	2	2	4	2	4	1	4	2	1	4	4	2	3	1	2	2	1	1	3	2	5	3	3	3	1	3	50
1	3	4	3	1	5	2	3	1	3	5	5	-1	3	2	4	1	3	4	3	5	4	2	4	1	3	4	5	1	5	1	4	95
1	5	3	5	4	5	2	2	1	5	2	5	5	5	1	1	1	5	5	1	5	1	1	2	1	5	5	4	2	5	2	4	100
1	2	4	4	5	3	4	1	4	4	2	4	3	2	4	4	1	2	4	1	5	2	4	1	1	4	2	5	2	3	1	2	100
2	2	2	2	3	4	4	2	3	3	2	2	5	3	5	4	2	3	2	2	4	3	2	1	1	4	2	4	3	4	4	2	90
3	4	3	4	5	4	4	4	2	2	4	4	5	2	5	3	1	1	4	4	5	1	3	4	1	2	4	5	2	5	4	3	70
1	5	4	4	5	5	2	3	1	5	4	4	5	5	2	2	1	5	4	2	5	1	1	3	1	5	3	5	2	5	1	3	90
4	2	4	3	4	3	4	2	1	4	2	5	5	5	3	3	1	2	5	3	5	2	2	3	1	4	1	4	2	3	1	2	90
3	4	1	1	3	5	4	1	4	5	1	3	3	5	5	3	3	5	4	1	4	4	1	2	2	5	3	4	1	5	4	1	85
3	2	4	4	5	2	3	2	3	3	2	3	5	1	4	3	3	2	3	3	4	1	5	3	3	2	4	3	2	2	3	4	97
2	3	3	4	4	4	4	3	2	3	1	2	5	5	4	2	2	3	4	2	4	3	3	2	1	4	1	4	3	3	3	4	90
1	4	3	5	5	5	4	5	1	5	2	4	5	5	5	3	1	5	4	5	5	2	2	1	-1	4	2	5	5	5	2	3	99
2	4	3	3	4	4	3	2	4	3	2	3	4	3	5	3	2	4	3	2	4	2	3	3	2	4	5	3	3	4	3	3	100
2	2	3	3	3	4	4	3	4	3	2	2	4	3	5	4	4	3	3	4	4	4	2	3	1	4	1	2	3	4	4	4	60
2	4	2	2	3	4	5	1	4	1	1	2	4	5	5	5	2	4	1	1	4	1	4	1	2	1	1	3	3	5	5	1	100
4	1	3	2	1	3	1	1	4	1	1	3	2	2	4	-1	5	1	3	3	3	5	3	1	4	1	1	1	4	3	4	1	90
2	4	3	3	2	4	3	3	4	4	3	3	4	3	2	3	2	4	3	3	3	3	2	2	2	3	2	3	3	3	2	3	100
3	2	5	3	2	1	2	2	4	2	5	3	4	2	5	2	3	1	4	1	5	5	3	4	3	2	4	3	3	3	2	3	90
2	4	4	2	2	5	1	2	3	4	2	2	4	5	5	4	5	5	5	2	5	5	4	3	2	3	1	5	1	5	2	2	80
1	3	2	1	5	4	4	1	1	3	1	2	4	5	5	4	1	2	3	1	5	3	4	1	1	3	1	3	1	2	4	1	90
1	3	3	3	4	3	3	1	5	2	1	3	5	2	2	2	1	1	3	1	5	3	1	2	1	1	2	1	4	4	3	4	90
1	5	1	1	5	5	5	1	1	1	1	1	5	4	5	3	1	1	2	1	5	1	5	2	1	3	1	1	1	5	4	1	100
2	4	4	4	4	4	3	2	4	2	2	4	5	3	3	3	2	2	4	2	4	4	2	2	2	3	4	4	2	5	2	3	75
1	2	2	3	4	2	4	2	4	1	2	2	4	1	4	4	2	1	4	1	5	4	2	3	2	1	1	1	2	3	4	4	93
4	3	2	3	2	4	3	2	4	3	2	3	2	3	3	3	4	3	2	2	3	4	2	2	4	3	2	2	4	4	4	2	75
1	4	3	2	4	5	4	2	2	2	3	2	5	3	4	5	2	2	4	2	5	3	2	3	1	3	2	2	2	5	2	2	80
5	1	1	3	2	1	5	1	5	2	5	1	2	1	5	5	5	1	3	1	4	2	3	3	4	1	1	1	3	1	3	2	90
1	3	5	4	4	5	1	4	2	3	4	5	5	5	2	2	1	3	5	4	5	2	2	2	1	3	4	5	1	5	1	4	99
2	4	2	2	4	4	3	2	2	3	2	4	4	2	3	2	1	2	4	2	5	2	4	2	2	5	2	4	2	4	3	4	95
1	4	3	2	4	4	4	1	2	3	4	2	5	3	2	4	1	3	2	1	5	3	4	1	1	3	2	2	2	5	2	3	100
2	4	3	4	4	4	4	3	4	4	2	2	3	4	5	4	2	3	2	4	5	2	5	2	4	4	2	3	3	5	4	3	95
1	4	2	5	1	5	4	3	3	4	2	4	3	2	5	4	3	4	5	2	5	5	3	5	2	5	1	3	4	5	3	2	90
3	2	3	3	3	4	2	3	3	3	4	3	4	3	2	3	3	3	3	3	4	3	3	3	2	4	2	3	3	5	2	3	75
1	5	2	2	4	5	4	1	2	4	2	4	5	5	2	3	1	4	4	1	5	2	4	2	2	5	1	2	1	5	2	3	80
1	2	4	5	5	5	1	4	4	4	4	4	5	2	2	1	3	2	5	4	4	3	1	5	2	4	5	5	1	4	1	5	99
1	5	2	2	4	5	3	2	3	3	4	2	5	4	4	2	2	4	3	2	4	3	4	2	1	3	1	2	2	4	4	1	100
1	5	5	1	5	5	2	4	1	3	5	4	5	5	1	1	1	3	5	4	5	2	1	4	1	2	5	3	1	5	1	5	100
2	4	3	4	4	3	4	2	2	4	3	4	4	5	4	2	1	4	5	4	5	1	4	4	1	4	2	4	1	4	2	4	93
1	1	2	4	4	4	1	3	1	4	4	4	2	1	1	2	1	4	5	2	4	5	3	3	1	3	5	4	1	2	1	2	80
2	4	4	3	4	5	3	4	2	4	4	4	4	4	2	1	1	4	3	3	4	3	2	1	2	5	1	4	1	5	2	4	91
2	3	3	4	3	4	2	4	2	3	4	4	4	3	3	2	2	3	4	4	4	4	3	3	2	3	4	4	2	4	2	3	100
1	4	4	4	3	5	3	2	3	3	2	2	5	4	4	4	3	2	3	1	4	3	2	2	1	3	3	2	2	3	2	3	75
5	4	4	4	4	5	5	4	2	4	2	5	5	2	1	2	2	2	3	4	5	1	2	2	1	3	2	4	3	4	3	3	90
4	5	5	5	3	5	1	2	3	3	5	-1	3	5	1	1	5	4	5	4	5	1	1	1	3	3	5	3	4	5	1	3	78
1	2	1	1	1	4	5	1	2	1	1	1	3	1	5	5	1	1	1	1	5	5	4	1	3	1	1	1	4	5	4	1	100
1	4	5	2	4	4	3	4	2	4	4	5	5	5	2	2	1	4	5	4	5	2	1	2	1	5	5	4	1	4	1	4	95
1	4	2	3	5	5	5	1	3	5	2	1	5	5	5	5	1	4	5	1	5	3	2	2	1	5	1	3	1	4	4	1	95
2	4	4	3	5	5	3	2	3	4	1	2	4	5	5	4	1	5	3	2	5	4	4	3	1	4	1	3	2	5	2	4	95
1	4	4	1	2	5	1	1	1	5	1	3	5	5	5	5	1	5	2	1	5	2	1	1	1	3	1	1	4	5	4	1	80
2	3	1	2	5	4	2	1	1	3	4	1	5	2	4	4	1	3	4	2	5	5	5	4	1	4	1	5	1	4	2	3	100
4	4	4	4	2	5	3	3	2	1	4	5	2	2	5	2	2	2	3	4	2	4	4	2	2	2	2	3	4	2	3	3	90
1	4	3	2	5	5	3	3	1	4	4	3	5	4	3	4	1	3	4	2	5	2	2	2	1	5	2	4	1	5	3	3	90
1	4	2	2	4	5	4	3	2	3	4	5	4	4	2	2	1	3	5	3	5	3	2	1	1	5	4	3	2	5	1	3	85
1	3	2	1	4	5	5	1	2	3	1	3	5	5	2	1	1	3	3	1	5	1	1	2	1	4	2	5	2	5	3	3	80
1	2	2	2	4	2	4	3	1	1	2	4	4	1	4	2	2	1	4	2	4	5	3	2	2	2	2	4	2	1	3	3	75
1	3	3	4	4	4	4	3	1	3	1	3	5	5	5	3	1	3	3	2	5	2	3	3	1	5	1	2	1	4	3	4	80
3	3	1	2	2	4	3	3	2	4	3	4	5	5	3	3	2	2	2	2	3	4	2	2	2	3	1	1	4	5	3	3	80
3	3	1	2	3	4	2	1	3	3	1	2	3	3	2	4	2	2	1	2	4	3	3	1	3	4	4	2	2	5	3	2	91
1	4	4	3	4	5	4	5	2	4	4	5	5	2	3	2	2	4	5	4	4	1	1	2	-1	5	4	4	1	5	1	3	70
2	5	1	1	2	2	2	2	5	2	2	2	5	2	5	1	4	4	4	1	4	4	4	2	2	2	3	1	2	4	2	1	90
1	5	3	2	4	3	3	2	2	2	1	5	5	2	5	3	1	2	5	2	5	4	3	2	1	2	2	3	2	2	1	2	80
1	4	3	4	5	5	3	2	1	3	1	4	5	5	2	3	1	4	3	3	5	2	2	1	1	4	1	1	1	5	4	2	75
2	3	3	1	4	4	3	1	4	4	3	2	5	4	4	4	1	3	3	1	5	3	2	1	1	4	2	3	1	3	2	1	95
2	1	3	4	2	4	3	1	4	2	3	3	4	2	4	3	4	1	4	3	2	2	5	3	2	3	2	5	3	5	2	4	60
4	2	1	1	2	5	4	1	4	1	3	2	4	1	5	5	5	2	2	1	3	5	5	1	2	4	1	1	1	4	5	1	95
2	3	1	5	4	4	4	3	1	4	1	4	5	2	5	2	1	4	2	2	5	2	4	3	1	4	1	5	2	4	5	3	99
4	4	2	4	3	4	4	4	2	4	2	4	4	4	5	5	1	4	2	2	5	2	5	2	2	4	1	2	2	4	4	4	90
1	5	3	1	4	5	3	1	3	5	2	1	5	5	2	1	2	5	4	1	5	2	3	1	1	5	1	2	1	5	3	2	90
3	3	2	3	3	5	5	3	2	3	4	3	4	2	5	3	2	3	4	3	4	3	1	1	3	2	1	1	1	4	4	2	90
2	3	4	4	4	5	4	1	2	2	4	3	5	4	3	2	1	3	4	1	5	2	2	2	1	4	1	3	5	4	2	4	100
5	5	1	1	1	4	4	1	5	4	4	1	1	4	5	5	5	4	1	1	1	4	4	1	1	4	1	4	5	3	4	1	100
2	3	2	5	4	3	3	4	4	3	2	4	5	4	5	2	2	3	2	4	5	4	4	3	4	3	2	4	3	4	4	4	70
1	5	5	1	4	5	4	1	2	5	5	1	5	1	4	5	-1	5	5	1	5	1	3	1	1	5	1	4	1	5	4	1	99
1	3	1	3	4	4	5	2	3	3	2	2	5	3	5	1	1	3	2	2	5	4	5	2	1	4	1	3	1	4	4	3	80
1	4	1	1	5	4	5	2	4	4	2	1	5	4	5	4	1	4	1	1	5	3	5	1	1	4	1	4	1	5	5	2	80
2	3	1	3	4	4	5	2	2	2	1	1	5	3	4	4	1	1	3	1	5	2	4	1	1	3	1	3	1	3	4	1	90
1	3	5	4	5	5	3	1	2	2	5	4	5	2	1	4	1	4	5	2	5	4	1	3	1	4	1	1	1	4	1	4	98
3	2	1	4	4	4	3	4	2	2	3	5	4	3	2	2	2	2	4	4	4	3	2	4	2	3	2	3	4	4	3	3	70
2	5	3	5	3	5	1	4	3	2	5	3	5	2	2	2	2	4	5	2	4	2	3	3	2	3	2	5	3	4	1	4	95
5	5	3	4	4	5	3	2	3	4	4	4	5	5	2	2	1	3	5	2	4	2	1	3	1	3	2	4	3	5	2	3	85
2	3	2	1	3	4	4	1	3	3	3	1	4	3	5	4	3	2	2	1	4	4	4	2	2	3	1	2	2	4	4	1	95
2	3	1	4	3	4	5	3	4	3	1	3	3	3	5	4	2	3	1	1	4	2	5	2	2	4	1	4	2	3	5	4	90
1	4	5	3	5	3	4	4	2	2	3	5	5	5	3	4	1	1	2	3	5	4	2	1	1	5	4	2	1	4	4	2	90
3	4	3	4	1	3	2	4	5	2	2	4	3	2	2	2	3	4	2	3	3	4	3	3	3	-1	3	4	5	4	3	4	87
1	4	2	2	4	4	2	4	4	3	2	5	5	4	3	2	2	3	4	4	5	2	1	2	1	5	2	3	2	4	2	2	98
2	2	3	3	2	4	4	1	2	2	2	2	5	3	2	5	3	2	3	1	3	3	1	3	1	2	2	1	3	4	3	3	80
2	3	4	3	4	3	4	4	3	2	2	2	5	4	3	3	2	2	1	1	5	2	2	2	1	4	2	3	2	4	3	3	70
2	2	4	5	3	5	2	5	3	2	3	5	4	2	2	2	3	2	5	5	4	5	2	4	2	2	5	5	2	2	2	5	90
1	3	3	2	3	4	4	2	2	3	3	4	5	3	3	3	1	3	2	1	5	3	4	2	1	4	2	4	2	3	3	2	80
1	4	3	2	4	2	4	1	1	3	1	5	5	4	4	2	2	3	3	1	4	2	5	4	2	4	1	1	2	4	5	3	90
1	3	1	3	5	5	5	1	1	3	2	1	4	3	5	5	2	3	2	1	4	4	3	1	1	3	1	1	1	5	4	1	95
2	3	2	4	4	4	3	3	2	5	3	4	5	3	4	4	2	4	4	2	5	3	4	3	1	4	1	4	1	4	3	4	85
1	4	2	2	3	5	5	3	2	3	2	2	5	5	5	4	1	4	4	2	5	1	3	1	1	5	1	1	3	5	4	2	90
4	4	1	1	2	4	5	1	4	5	1	2	5	3	5	3	2	4	1	1	4	3	3	3	2	4	1	1	2	4	4	3	90
2	3	1	3	4	4	1	4	2	3	2	4	5	3	5	2	2	3	2	4	5	2	5	3	1	4	1	3	1	5	2	2	72
1	3	3	4	4	5	1	1	2	3	2	2	5	4	1	4	1	2	3	1	5	3	4	2	1	3	4	4	1	5	1	1	100
1	5	4	5	5	5	1	5	1	1	4	4	5	5	1	1	1	1	5	1	5	4	1	1	1	4	5	2	1	5	1	5	95
1	4	3	2	4	4	4	2	3	4	2	3	5	4	3	4	1	3	4	1	5	2	2	2	1	4	3	3	2	4	2	3	99
2	3	4	1	4	5	4	2	4	2	1	3	5	2	3	3	2	2	2	2	5	2	2	1	1	2	3	1	1	5	5	2	80
3	4	3	2	2	4	3	1	3	2	2	2	2	2	5	4	3	3	1	1	4	2	2	2	3	2	1	1	3	5	3	1	80
2	5	2	3	5	5	5	3	1	3	1	3	5	5	5	2	1	2	2	1	5	4	2	1	1	5	1	3	1	5	5	1	90
1	2	3	2	4	4	4	4	2	3	4	3	5	4	5	4	1	3	4	1	4	1	3	2	1	2	1	3	2	3	4	3	89
1	4	1	3	4	4	5	3	2	3	2	3	5	2	5	2	1	3	2	2	5	1	5	4	1	3	1	3	1	5	3	4	95
2	3	4	4	4	5	3	3	3	1	4	3	4	3	2	1	1	3	5	4	4	3	2	4	1	2	4	5	3	5	1	4	100
2	4	3	2	3	4	4	2	3	4	2	2	4	3	3	3	3	3	2	2	4	1	2	2	2	3	2	2	3	4	4	3	90
